Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Funding Texts,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Document Type,Publication Stage,Open Access,Source,EID
"M.N., Kamilah, Mila N.; A.R., Puspita, Ajeng R.; M.L., Syamsuddin, Mega Laksmini","Kamilah, Mila N. (59958450200); Puspita, Ajeng R. (58076927400); Syamsuddin, Mega Laksmini (55909338600)",59958450200; 58076927400; 55909338600,Seasonal migration patterns of eastern little tuna (Euthynnus affinis) in the Makassar Strait,2025,AACL Bioflux,18,3,,1313,1324,0,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008768857&partnerID=40&md5=3218837d886d2438b5b377e2e8077123,"Universitas Padjadjaran, Bandung, Indonesia; Universitas Padjadjaran, Bandung, Indonesia","Kamilah, Mila N., Universitas Padjadjaran, Bandung, Indonesia; Puspita, Ajeng R., Universitas Padjadjaran, Bandung, Indonesia; Syamsuddin, Mega Laksmini, Department of Marine Sciences, Universitas Padjadjaran, Bandung, Indonesia","The Indonesian Monsoonal Flow (IMF) and the Indonesian Throughflow (ITF) strongly influence the oceanographic features within the Makassar Strait. The eastern little tuna (Euthynnus affinis) represents an important and valuable fishery resource in the Makassar Strait. This study aims to investigate the seasonal spatial patterns and further to predict the migratory patterns of the eastern little tuna throughout the seasons. The data utilized includes satellite oceanographic data (sea surface temperature - SST, sea surface height - SSH, chlorophyll-a) and catch data over a two-year period (2019-2020). The MaxEnt model was chosen for its proficiency in analyzing the relationship between species, in this instance, the eastern little tuna, and environmental factors. The results indicate that the captures of eastern little tuna were higher during the transitional seasons, specifically during March-April-May (MAM) and September-October-November (SON). With an area under the curve (AUC) value of 0.877, the optimal oceanographic parameters range for eastern little tuna are characterized by chlorophyll-a concentrations ranging from 0 to 2 mg m-3, SSH between 0.55 and 0.56 m, and SST at or above 29ºC. Higher habitat suitability index (HSI) values in the Makassar Strait are typically observed during the transitional season. In terms of seasonal prediction pattern, the transitional seasons and the northwest season, have a wider potential reach extending to the eastern part of the Makassar Strait compared to the southeast season. The potential fishing area mostly located within the coordinates of 2° N - 5° S and 114° - 117° E. © 2025 Elsevier B.V., All rights reserved.",Auc; Habitat Suitability Index; Maxent; Seasonal,,"We also thank the Ministry of Marine Affairs and Fisheries of the Republic of Indonesia for the fisheries datasets, Universitas Padjadjaran, and the Ministry of Education, Culture, Research, and Technology of the Republic of Indonesia for their support through the Master Theses Research Grant (PTM 2023).",,BIOFLUX SRL,18449166; 18448143,,,,English,Article,Final,,Scopus,2-s2.0-105008768857
"G.B., Pratama, Gilar Budi; L.A.S., Wijayanti, Lady Ayu Sri; I., Maqbul, Ismail; A.A., Muhyun, Ainun Apriliyani; R.A., Sahar, Rahayu Abriani; R.G., Ayu, Reza Gustiyani; M.R., Firdaus, Mochamad Ramdhan","Pratama, Gilar Budi (57673765200); Wijayanti, Lady Ayu Sri (57219216338); Maqbul, Ismail (57215582302); Muhyun, Ainun Apriliyani (60058219100); Sahar, Rahayu Abriani (60058515200); Ayu, Reza Gustiyani (60058370500); Firdaus, Mochamad Ramdhan (58550222900)",57673765200; 57219216338; 57215582302; 60058219100; 60058515200; 60058370500; 58550222900,Multi-Algorithm Species Distribution Modeling for Skipjack Tuna Fishing Ground Detection in the Indian Ocean: A Case Study of Indonesian FMA 572,2025,Environmental Quality Management,35,1,e70166,,,0,0,10.1002/tqem.70166,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013881881&doi=10.1002%2Ftqem.70166&partnerID=40&md5=f913d50433e0f326e00eea37b9783cfa,"Universitas Padjadjaran, Bandung, Indonesia; Universitas Padjadjaran, Bandung, Indonesia; Study Program of Fishery Product Technology, Makassar, Indonesia; Badan Riset dan Inovasi Nasional, Central Jakarta, Indonesia","Pratama, Gilar Budi, Department of Fisheries, Universitas Padjadjaran, Bandung, Indonesia; Wijayanti, Lady Ayu Sri, Department of Fisheries, Universitas Padjadjaran, Bandung, Indonesia; Maqbul, Ismail, Department of Marine Sciences, Universitas Padjadjaran, Bandung, Indonesia; Muhyun, Ainun Apriliyani, Study Program of Fishery Product Technology, Makassar, Indonesia; Sahar, Rahayu Abriani, Study Program of Fishery Product Technology, Makassar, Indonesia; Ayu, Reza Gustiyani, Study Program of Fishery Product Technology, Makassar, Indonesia; Firdaus, Mochamad Ramdhan, Oceanographic Research Center, Badan Riset dan Inovasi Nasional, Central Jakarta, Indonesia","The distribution of skipjack tuna (Katsuwonus pelamis) in the Indian Ocean is dynamic and influenced by oceanographic conditions. This study applies Species Distribution Modelling (SDMs) to predict the potential habitat distribution of skipjack tuna using catch logbook data and marine environmental variables. Four algorithms were employed in the modeling process, including Generalized Additive Model (GAM), Multivariate Adaptive Regression Splines (MARS), Maximum Entropy (MAXENT), and Support Vector Machine (SVM). Model evaluations showed high predictive performance based on Area Under the Curve (AUC) and True Skill Statistic (TSS) values. Sea Surface Height (SSH) was identified as the most significant contributing variable, with an optimal range between 0.2 and 0.6 m. The combination of multiple algorithms improved the accuracy of potential fishing ground predictions. These findings provide a strong scientific basis to support adaptive and sustainable management strategies for skipjack tuna fisheries in tropical marine waters. © 2025 Elsevier B.V., All rights reserved.",Algorithm; Habitat; Modeling; Oceanography; Skipjack Tuna; Algorithm; Detection Method; Fish; Fishing; Habitat Management; Oceanography; Sea Surface Height; Indian Ocean,algorithm; detection method; fish; fishing; habitat management; oceanography; sea surface height; Indian Ocean,"The authors express their appreciation to the Indonesian Ministry of Marine Affairs and Fisheries (MMAF) for their support in providing fisheries logbook data. We also extend our gratitude to NASA and Copernicus for their contribution in supplying multi-sensor remote sensing data and time-series ocean model data for marine environmental parameter analysis. Additionally, we highly value the insightful feedback from the reviewers and editors, whose constructive suggestions have helped improve this manuscript.",,John Wiley and Sons Inc,10881913; 15206483,,,,English,Article,Final,,Scopus,2-s2.0-105013881881
"W., Neka, Windra; Soemarno; D., Setyohadi, Daduk; R., Parmawati, Rita","Neka, Windra (60087454300); Soemarno (59915591200); Setyohadi, Daduk (6505842692); Parmawati, Rita (57201723886)",60087454300; 59915591200; 6505842692; 57201723886,"Sustainability Status of Sardinella lemuru Utilization in the Bali Strait, Indonesia",2025,Egyptian Journal of Aquatic Biology and Fisheries,29,4,,2879,2896,0,0,10.21608/ejabf.2025.449300,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105015185879&doi=10.21608%2Fejabf.2025.449300&partnerID=40&md5=40d6da62e8c9b703c2ca964c07503341,"Brawijaya University, Malang, Indonesia; Brawijaya University, Malang, Indonesia; Brawijaya University, Malang, Indonesia; Brawijaya University, Malang, Indonesia","Neka, Windra, Doctoral Student Program in Agricultural Sciences, Brawijaya University, Malang, Indonesia; Soemarno, null, Soil Department, Brawijaya University, Malang, Indonesia; Setyohadi, Daduk, Department of Fisheries Resources Utilization, Brawijaya University, Malang, Indonesia; Parmawati, Rita, Postgraduate School, Brawijaya University, Malang, Indonesia","Sardinella lemuru is a leading commodity in the Bali Strait. However, it is necessary to evaluate the sustainability of fish resource utilization for being exploit in the provinces of East Java and Bali. To maintain the sustainability of the fish, efforts are made to identify problems and produce strategies for managing Sardinella lemuru resources and fishing gear. Purposive sampling techniques were employed to collect both primary and secondary data, which were subsequently analyzed using RAPFish multidimensional measurement (MDS). The results of the sustainability analysis of the lemuru fish resource in the Bali Strait show three dimensions with an extremely sustainable status: the ecological dimension (87.681%), the technical dimension (81.619%), and the social dimension (80.318%). The economic dimension has a moderate sustainable status (57.146%). Environmental variability plays an important role in lemuru population availability, but it cannot offset the pressure of overfishing. MDS revealed that lemuru sustainability in the Bali Strait is under pressure originated from various sources. To achieve sustainable status, interventions must be integrated and holistic, addressing more than one dimension. Efforts to improve the situation should include limiting fishing grounds (ecological), increasing the value of products (economic), strengthening the role of fishing communities (social), and improving the management of fishing efforts (technical). This approach provides a clear roadmap for balancing economic benefits with ecological conservation for the future of lemuru resources. © 2025 Elsevier B.V., All rights reserved.",Fisheries; Mds; Sardinella Lemuru; Strategy; Sustainability,,,,Egyptian Society for the Development of Fisheries and Human Health,25369814; 11106131,,,,English,Article,Final,,Scopus,2-s2.0-105015185879
"G.B., Pratama, Gilar Budi; H., Herawati, Heti; F., Baihaqi, F.; L.A.S., Wijayanti, Lady Ayu Sri; A.A., Muhyun, Ainun Apriliyani; R., Hidayat, Rian","Pratama, Gilar Budi (57673765200); Herawati, Heti (57202194466); Baihaqi, F. (57215422048); Wijayanti, Lady Ayu Sri (57219216338); Muhyun, Ainun Apriliyani (60058219100); Hidayat, Rian (60087323000)",57673765200; 57202194466; 57215422048; 57219216338; 60058219100; 60087323000,"Spatio-Temporal Analysis of Thermal Fronts and Indian Ocean Dipole Influence on Yellowfin Tuna (Thunnus albacares) Productivity in Palabuhanratu, Indonesia",2025,Egyptian Journal of Aquatic Biology and Fisheries,29,4,,3057,3072,0,0,10.21608/ejabf.2025.449313,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105015153516&doi=10.21608%2Fejabf.2025.449313&partnerID=40&md5=7be20c45cf7a0d31fdc330717a7f9a82,"Universitas Padjadjaran, Bandung, Indonesia; Institut Teknologi Sains dan Bisnis Muhammadiyah Selayar, Indonesia; IPB University, Bogor, Indonesia","Pratama, Gilar Budi, Department of Fisheries, Universitas Padjadjaran, Bandung, Indonesia; Herawati, Heti, Department of Fisheries, Universitas Padjadjaran, Bandung, Indonesia; Baihaqi, F., Department of Fisheries, Universitas Padjadjaran, Bandung, Indonesia; Wijayanti, Lady Ayu Sri, Department of Fisheries, Universitas Padjadjaran, Bandung, Indonesia; Muhyun, Ainun Apriliyani, Study Program of Fishery Product Technology, Institut Teknologi Sains dan Bisnis Muhammadiyah Selayar, Indonesia; Hidayat, Rian, IPB University, Bogor, Indonesia","Thermal fronts are oceanographic features often associated with potential fishing zones for pelagic species such as the yellowfin tuna (Thunnus albacares). This study analyzed the spatial and temporal dynamics of thermal fronts and their relationship with thermal front intensity, sea surface temperature (SST), and the Indian Ocean Dipole (IOD) on the yellowfin tuna catch in Palabuhanratu waters from 2016 to 2020. The data included satellite-derived SST imagery, tuna catch records from PPN Palabuhanratu, and the Dipole Mode Index (DMI) as an indicator of IOD variability. Thermal fronts were detected using the Single Image Edge Detection (SIED) algorithm with a 0.5°C gradient threshold. Results indicated that thermal fronts occurred most frequently during transitional and dry seasons, with peak intensity from October to December. Pearson correlation analysis revealed a negative relationship between SST and tuna catch (r = –0.340; CI = –0.547 to –0.094) and between IOD and SST (r = –0.549; CI = –0.705 to –0.344), suggesting that warmer waters and positive IOD phases reduce tuna catch volume. In contrast, thermal front intensity showed no significant correlation with tuna catch (r = 0.104), IOD (r = 0.083), or SST (r = – 0.177). These findings suggest that while SST and IOD exert measurable influences on tuna catch, thermal fronts may not serve as reliable indicators for the yellowfin tuna fishing in the Palabuhanratu region. © 2025 Elsevier B.V., All rights reserved.",Correlation; Dipole Mode Index; Oceanographic; Sea Surface Temperature,,"The authors would like to express their sincere gratitude to the management of PPN Palabuhanratu for their support in providing access to fisheries landing data used in this study. We also acknowledge NASA\u2019s OceanColor project for freely providing high-resolution sea surface temperature (SST) satellite imagery, and the Climate Prediction Center (CPC) for making the Dipole Mode Index (DMI) data publicly available. Our appreciation also goes to the Fisheries Study Program at Universitas Padjadjaran for the academic and logistical support throughout the research process. This study would not have been possible without the collaboration and data contributions from these institutions.",,Egyptian Society for the Development of Fisheries and Human Health,25369814; 11106131,,,,English,Article,Final,,Scopus,2-s2.0-105015153516
"M.I., Zakariah, Muhammad Ikbal; M., Kasnir, Muhammad; Kasmawati; J., Alwi, Jamal","Zakariah, Muhammad Ikbal (60059839700); Kasnir, Muhammad (56447141800); Kasmawati (57214298353); Alwi, Jamal (60059724000)",60059839700; 56447141800; 57214298353; 60059724000,"Spatial Mapping of Mini Purse Seine Fishing Grounds Associated with Fish Aggregating Devices (FADs) in the Coastal Waters of Buru Regency, Maluku Province, Indonesia",2025,Egyptian Journal of Aquatic Biology and Fisheries,29,4,,4745,4759,0,0,10.21608/EJABF.2025.446691,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013985517&doi=10.21608%2FEJABF.2025.446691&partnerID=40&md5=a01e0a114cc665f773a2144edfdd0d1e,"Universitas Muslim Indonesia, Makassar, Indonesia; Universitas Muslim Indonesia, Makassar, Indonesia","Zakariah, Muhammad Ikbal, Doctoral Program in Fisheries Science, Universitas Muslim Indonesia, Makassar, Indonesia; Kasnir, Muhammad, Department of Fisheries Science, Universitas Muslim Indonesia, Makassar, Indonesia; Kasmawati, null, Department of Fisheries Science, Universitas Muslim Indonesia, Makassar, Indonesia; Alwi, Jamal, Department of Fisheries Science, Universitas Muslim Indonesia, Makassar, Indonesia","This study aimed to identify the spatial distribution of Fish Aggregating Devices (FADs) within the fishing grounds of mini purse seine operations in the waters of Buru Regency, Maluku Province, and analyze the spatial relationship between FAD distribution, chlorophyll-a concentration, and sea surface temperature (SST) across different seasonal periods. A quantitative descriptive approach was applied, utilizing secondary oceanographic data derived from Aqua MODIS satellite imagery covering the period from December 2023 to November 2024. Chlorophyll-a and SST data were spatially analyzed using Geographic Information System (GIS) software and integrated with FAD coordinates obtained through field observations and interviews with 12 mini purse seine vessels, representing the entire population. The results indicate that FAD distribution remained consistently located from the northwestern to eastern waters of Buru Regency throughout the year, despite seasonal variations in environmental conditions. During the Southeast Monsoon (June–August 2024), chlorophyll-a concentrations peaked (0.22– 0.31mg/ m³), and SST values were relatively lower (27– 29°C) across most of the study area, indicating high primary productivity. Conversely, the West Monsoon and transitional seasons generally exhibited reduced productivity. However, fishers did not relocate their FADs, suggesting limited adaptation to oceanographic changes. The resulting spatial maps underscore that integrating oceanographic data with FAD distribution can serve as a foundational basis for spatial fishing zone policies and the sustainable management of small pelagic fish resources. © 2025 Elsevier B.V., All rights reserved.",Chlorophyll-a; Fish Aggregating Device; Mini Purse Seine; Sea Surface Temperature,,,,Egyptian Society for the Development of Fisheries and Human Health,25369814; 11106131,,,,English,Article,Final,,Scopus,2-s2.0-105013985517
"U., Uzar, Umut; K., Eyüboglu, Kemal","Uzar, Umut (57208443288); Eyüboglu, Kemal (57193456329)",57208443288; 57193456329,The role of income inequality in shaping fishing ground footprint in Indonesia: Insights from the fourier augmented ARDL approach,2025,Marine Policy,176,,106635,,,0,1,10.1016/j.marpol.2025.106635,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218868270&doi=10.1016%2Fj.marpol.2025.106635&partnerID=40&md5=3c2aafc0fa1e70acea94a37c7cd6107b,"Karadeniz Technical University, Trabzon, Turkey; Tarsus University, Tarsus, Turkey","Uzar, Umut, Department of Economics/Center for Strategic Research, Karadeniz Technical University, Trabzon, Turkey; Eyüboglu, Kemal, Department of Finance and Banking, Tarsus University, Tarsus, Turkey","While many studies examine the determinants of ecological footprint, evidence regarding the determinants of fishing ground footprint is quite limited. These limited studies focus on traditional economic factors, examining the determinants of fishing ground footprint. This study represents the first theoretical and empirical investigation linking income inequality to fishing ground footprint. The aim is to explore the influence of income inequality on fishing grounds footprint in Indonesia from 1980 to 2022. The study employs the Fourier Augmented Autoregressive Distributed Lag method, which robustly captures both long-term dynamics while accounting for structural breaks in the data. This method offers more reliable results than traditional methods. The analysis also incorporates economic factors such as financial development, economic growth, energy consumption, trade openness, and urbanization. The key finding reveals that income inequality increases the fishing ground footprint, indicating a positive nexus between income inequality and the fishing ground footprint in Indonesia. Additionally, financial development, economic growth, and urbanization enhance the fishing ground footprint, while energy consumption and trade openness have no significant effects. The results provide important insights for policymakers, highlighting the nexus between sustainable development goals and suggesting that Indonesia can simultaneously reduce inequality and fishing ground footprint. © 2025 Elsevier B.V., All rights reserved.",Faardl; Financial Development; Fishing Ground; Income Inequality; Indonesia; Ecological Footprint; Economic Growth; Fishing; Sustainable Development Goal; Trade Openness; Urbanization; Indonesia,ecological footprint; economic growth; fishing; Sustainable Development Goal; trade openness; urbanization; Indonesia,,,Elsevier Ltd,0308597X,,,,English,Article,Final,,Scopus,2-s2.0-85218868270
"J.K.P., Argeswara, Janis K.P.; S.K., Venables, Stephanie K.; E.S., Germanov, Elitza S.; J.J., Kiszka, Jeremy J.","Argeswara, Janis K.P. (57212444795); Venables, Stephanie K. (57192248585); Germanov, Elitza S. (24477471700); Kiszka, Jeremy J. (16025171700)",57212444795; 57192248585; 24477471700; 16025171700,"Estimating the abundance and population trends of reef manta rays (Mobula alfredi) in Nusa Penida, Bali, Indonesia",2025,Environmental Biology of Fishes,108,5,112427,791,805,0,0,10.1007/s10641-025-01681-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85219064859&doi=10.1007%2Fs10641-025-01681-z&partnerID=40&md5=617fce7eb4855e7ee38d03eacd38d183,"Florida International University, Miami, United States; Marine Megafauna Foundation, West Palm Beach, United States","Argeswara, Janis K.P., Institute of Environment, Florida International University, Miami, United States, Marine Megafauna Foundation, West Palm Beach, United States; Venables, Stephanie K., Marine Megafauna Foundation, West Palm Beach, United States; Germanov, Elitza S., Marine Megafauna Foundation, West Palm Beach, United States; Kiszka, Jeremy J., Institute of Environment, Florida International University, Miami, United States","Assessing population responses to anthropogenic impacts is crucial for effective conservation management. However, estimating the abundance and demographic parameters of vulnerable marine megafauna presents significant logistical and financial challenges, particularly in developing nations with limited resources and infrastructure. This study provides the first comprehensive population abundance analysis for reef manta rays (Mobula alfredi) in Nusa Penida, Bali, Indonesia, a region adjacent to former targeted manta ray fishing grounds. Additionally, it is only the second such analysis for this species in Indonesia. We used POPAN Jolly–Seber and Robust Design capture-mark-recapture models from an 11-year photo-identification dataset (2012–2023) collected by researchers and citizen scientists. Annual abundance estimates ranged from 170 (95% CI = 154–198.6) in 2012 to 447 (95% CI = 393.6–517.6) in 2022, indicating an overall increase in abundance during the study period, with high rates of apparent survival (mean = 0.92, SE = 0.02, 95% CI = 0.88–0.94). The proportion of individual manta rays sighted more than once (79.5%) was higher than in any other documented manta ray aggregation elsewhere in the Indo-Pacific region. Our results also suggest that citizen science contributions improved the accuracy of abundance estimates. Continued long-term monitoring of individual manta rays at this aggregation, both through dedicated research and the involvement of citizen scientists, is required to monitor population status and detect changes in relation to anthropogenic impacts, particularly fisheries bycatch, climate change, and tourism. © 2025 Elsevier B.V., All rights reserved.",Capture-mark-recapture; Citizen Science; Conservation; Elasmobranch; Megafauna; Photo-identification; Anthropogenic Effect; Bycatch; Conservation Management; Conservation Status; Fauna; Mark-recapture Method; Reef; Relative Abundance; Bali; Indonesia; Lesser Sunda Islands; Nusa Penida; Sunda Isles,anthropogenic effect; bycatch; conservation management; conservation status; fauna; mark-recapture method; reef; relative abundance; Bali; Indonesia; Lesser Sunda Islands; Nusa Penida; Sunda Isles,"We gratefully acknowledge the support of the Marine Megafauna Foundation Canada for funding this project. Additional support was provided by the Fulbright Foundation and Florida International University for JA\u2019s Master\u2019s degree programme under which this project was conducted. All other authors declare that no specific funds, grants, or other support was received during the preparation of this manuscript.",,Springer Science and Business Media B.V.,15735133; 03781909,,EBFID,,English,Article,Final,,Scopus,2-s2.0-85219064859
"A., Yuniar, Alfira; M., Zainuddin, Mukti; Safruddin; M.A., Ahmad-Mustapha, Muzzneena Ahmad; R., Hidayat, Rachmat; S.K., Srioktoviana, Siti Khadijah; D., Mirham, Dirgahayu","Yuniar, Alfira (57226725862); Zainuddin, Mukti (6506490325); Safruddin (60006405600); Ahmad-Mustapha, Muzzneena Ahmad (23100915000); Hidayat, Rachmat (57200559829); Srioktoviana, Siti Khadijah (59311317100); Mirham, Dirgahayu (59981513300)",57226725862; 6506490325; 60006405600; 23100915000; 57200559829; 59311317100; 59981513300,"Estimation Potential Fishing Zones of Decapterus ruselli Using Oceanography-Based Remote Sensing Data in the Bone Gulf, Indonesia",2025,Egyptian Journal of Aquatic Biology and Fisheries,29,3,,2971,2982,0,0,10.21608/ejabf.2025.434405,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009977479&doi=10.21608%2Fejabf.2025.434405&partnerID=40&md5=c792d37ca02c211eaf78440d46a4485e,"Hasanuddin University, Makassar, Indonesia; Universiti Kebangsaan Malaysia, Bangi, Malaysia","Yuniar, Alfira, Faculty of Marine Science and Fisheries, Hasanuddin University, Makassar, Indonesia; Zainuddin, Mukti, Faculty of Marine Science and Fisheries, Hasanuddin University, Makassar, Indonesia; Safruddin, null, Faculty of Marine Science and Fisheries, Hasanuddin University, Makassar, Indonesia; Ahmad-Mustapha, Muzzneena Ahmad, Faculty of Science and Technology, Universiti Kebangsaan Malaysia, Bangi, Malaysia; Hidayat, Rachmat, Faculty of Marine Science and Fisheries, Hasanuddin University, Makassar, Indonesia; Srioktoviana, Siti Khadijah, Faculty of Marine Science and Fisheries, Hasanuddin University, Makassar, Indonesia; Mirham, Dirgahayu, Faculty of Marine Science and Fisheries, Hasanuddin University, Makassar, Indonesia","This study aimed to identify and map potential fishing zones of Decapterus ruselli (Scad fish) in the waters of Bone Gulf by utilizing remote sensing technology based on oceanographic parameters. Sea surface temperature (SST) and chlorophyll-a concentration (Chl-a) data obtained from MODIS-AQUA satellite imagery were used to determine the optimal habitat range, which is between 28.3–30.7°C for SST and 0.05–0.21mg m-³ for chlorophyll-a. Spatial analysis was conducted over six months (May – October 2024) and showed fluctuations in the area of potential zones influenced by seasonal dynamics. The widest zone was recorded in October (24.478.51km²), while the narrowest occurred in August (6.819.07km²). Model verification using actual capture data in September and October showed high spatial suitability, confirming the reliability of the satellitebased predictive approach. These findings prove that remote sensing is an effective method in mapping the spatial distribution of Decapterus ruselli and has the potential to support efficient and sustainable fisheries planning. The resulting potential zone maps can be used as a strategic reference for small-scale fisheries fleets and hence support ecosystem-based fisheries management in the waters of Bone Gulf, Indonesia. © 2025 Elsevier B.V., All rights reserved.",Decapterus Ruselli; Fishing Zone; Gis; Oceanographic Parameters; Potential Zone; Remote Sensing,,"This study was funded by the Ministry of Higher Education, Science, and Technology of the Republic of Indonesia through the PMDSU scholarship program (Research Grant No. 069/C3/DT.05.00.PL/2025). The authors extend their heartfelt appreciation for the financial support and assistance that enabled the successful completion of this research.",,Egyptian Society for the Development of Fisheries and Human Health,25369814; 11106131,,,,English,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-105009977479
"E., Nurdin, Erfind; M., Taufik, Muhammad; P., Lestari, Pratiwi; A., Ma'mun, Asep; D.D., Kembaren, D. D.; T., Tirtadanu, Tirtadanu; T., Noegroho, Tegoeh; P., Prihatiningsih, P.; A.S., Panggabean, Anthony Sisco","Nurdin, Erfind (57190255796); Taufik, Muhammad (57214979940); Lestari, Pratiwi (57862737300); Ma'mun, Asep (57203353705); Kembaren, D. D. (57202835662); Tirtadanu, Tirtadanu (57204244562); Noegroho, Tegoeh (57203267004); Prihatiningsih, P. (57216919929); Panggabean, Anthony Sisco (56150679500)",57190255796; 57214979940; 57862737300; 57203353705; 57202835662; 57204244562; 57203267004; 57216919929; 56150679500,"Stock Status of Skipjack Tuna (Katsuwonus pelamis Linnaeus, 1758) using Length-Based Assessment in Cenderawasih Bay, Indonesia; Status Stok Tuna Skipjack (Katsuwonus pelamis Linnaeus, 1758) menggunakan Penilaian Berasaskan Panjang di Teluk Cenderawasih, Indonesia",2025,Sains Malaysiana,54,5,,1209,1220,0,0,10.17576/jsm-2025-5405-01,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105006754122&doi=10.17576%2Fjsm-2025-5405-01&partnerID=40&md5=0e1cddd45484a8e1d01af6d99e2c7704,"Badan Riset dan Inovasi Nasional, Central Jakarta, Indonesia; Universitas Maritim Raja Ali Haji, Tanjung Pinang, Indonesia","Nurdin, Erfind, Research Center for Fishery, Badan Riset dan Inovasi Nasional, Central Jakarta, Indonesia; Taufik, Muhammad, Research Center for Fishery, Badan Riset dan Inovasi Nasional, Central Jakarta, Indonesia; Lestari, Pratiwi, Research Center for Fishery, Badan Riset dan Inovasi Nasional, Central Jakarta, Indonesia; Ma'mun, Asep, Universitas Maritim Raja Ali Haji, Tanjung Pinang, Indonesia; Kembaren, D. D., Research Center for Fishery, Badan Riset dan Inovasi Nasional, Central Jakarta, Indonesia; Tirtadanu, Tirtadanu, Research Center for Fishery, Badan Riset dan Inovasi Nasional, Central Jakarta, Indonesia; Noegroho, Tegoeh, Research Center for Fishery, Badan Riset dan Inovasi Nasional, Central Jakarta, Indonesia; Prihatiningsih, P., Research Center for Fishery, Badan Riset dan Inovasi Nasional, Central Jakarta, Indonesia; Panggabean, Anthony Sisco, Research Center for Fishery, Badan Riset dan Inovasi Nasional, Central Jakarta, Indonesia","The West Pacific and the waters of Cenderawasih Bay are potential fishing grounds and part of the fishery management area (FMA) 717 of the Republic of Indonesia. Increased production demand may result in overfishing, which has led to the depletion of fish stocks. To ensure the long-term viability of these fisheries, effective management practices are essential. This study aims to examine size distribution, growth, and population parameters that can be used as fish resource management inputs for skipjack fisheries in Cenderawasih Bay. Length-based approach was used to estimate biological parameters and the dynamics of populations as well as the stock status within data-limited fisheries. Length frequency data was used to assess the Katsuwonus pelamis fisheries condition. From January to November 2021, in all of 2,211 fish were taken samples from numerous commercial small-scale vessel units that were operating around anchor fish aggregating devices (FADs). The results showed that the exploitation rate (E) was 0.69 year1, L<inf>8</inf> = 96.8 cm fork length (cmFL), k= 0.38 year-1, and t<inf>0</inf> = -0.31 year. Natural mortality (M) was 0.66 year-1, fishing mortality (F) was 1.46 year-1, and total mortality (Z) was 2.12 year-1. Overfishing condition has occurred according to the current fishing mortality rate (F<inf>cur</inf>=1.46 year-1), which has exceeded the reference point of maximum fishing mortality (F<inf>max</inf> =0.76 year-1) and F<inf>40%</inf> (0.9 year-1). The growth overfishing condition was indicated based on the current selectivity of handline (Lc<inf>cur</inf>=42 cm), which is smaller than the optimal selectivity of L<inf>max</inf> (55 cm). Some management tools, such as the regulation on minimum size of hooks and the total allowable catch (TAC) system, can be utilized to consider skipjack tuna fisheries sustainability in Cendrawasih Bay. © 2025 Elsevier B.V., All rights reserved.",Exploitation Rate; Fisheries; Growth; Handline; Exploitation; Fishery Management; Management Practice; Mortality; Overfishing; Perciform; Sustainability; Cenderawasih Bay; Indonesia; New Guinea,exploitation; fishery management; management practice; mortality; overfishing; perciform; sustainability; Cenderawasih Bay; Indonesia; New Guinea,"The Research Institute for Marine Fisheries, Ministry of Marine Affairs and Fisheries Indonesia provided funding for these studies through the research project \u2018Fisheries Biological Characteristics, Resources Habitats, and Potential Productions of the Fish Resources in FMA 717\u2019 in the fiscal years 2021. We thank Mr. Henrikus Passiamanto and Mrs Muaya for their assistance in the data collection.",,Penerbit Universiti Kebangsaan Malaysia,01266039,,,,English,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-105006754122
